block,ts,pool,usd,tx
16021602,1669072487,CWEB-WETH,1812720.4,0xb9304863a47cffdfa8c273c1a1ae1babaaf8ee3f3bba06d116a9efb5ed0e5a45
15946818,1668170243,SAKE-WETH,1810473.9,0xa71962a4f0c3428af5e6e7a588c9235e35fd4725902c185345fe32aba530b28e
15935739,1668036467,WETH-IMX,1803139.6,0xb19104c825bc1a769d3cfc244cfd456e9df0dc8bb7f33c1a2e24345ad94ab72b
16005983,1668884087,BLXM-WETH,1802516.8,0x5b5f0ab5c8b9b1333399bf55795978bf90ea9a51f774c2a722f87367e10be84b
16015363,1668997211,CRAB-WETH,1801173.9,0xe70bd0081051409ec691d613161d9466eac77d4d18255c1396ca8d9638337d2f
16021996,1669077239,CRAB-WETH,1795416.7,0x824689ba6a461b2462368b4946f27d004f6b4bf10fe975482f015487fa433581
16018177,1669031147,PANDA-WETH,1795354.2,0x8f79bae33271f43c68a533f0f1b1a0b11980babf2a0c376632ee185743507622
16015912,1669003799,CRAB-WETH,1783887.5,0x31e0e01c86af912f201cfd66d5a6a91323ece0941f8ec5ff7d90ef839678899d
15957719,1668301691,SAKE-WETH,1782858.5,0x7d88d4a0ab7948c76b7bd01176ada8372a8e0bfcde3e77a64de14a7e8c57f447
16025036,1669113887,CRAB-WETH,1771443.3,0xc15852156104d23f4844d7df728a1afcc4f4205f00430fd64484f44f2c2075a4
16024657,1669109303,CRAB-WETH,1769729.3,0x01f5018294050e2fddfcc583b303432964ef4906564d4b5d5ccb0d8e861b6400
15823452,1666681079,USDN-WETH,1769220.7,0xa73f46f97f907b8d16074be77e3ffaabf4f436799a1c9136f41d91de47b81e77
16013227,1668971447,CRAB-WETH,1767612.2,0x0587684e37d0143153d2b1a041941611b4882ccd8945a98cfcd1c69ba4a1a3b6
16024361,1669105727,CRAB-WETH,1762468.2,0x3b499ef366509136e703572386bf01adf94832cfacb1d46e59d1a054faf88265
15821564,1666658351,WETH-EUL,1761429.8,0x4676562a0c2ac9faabd08a54d6a0d34ad1cbfa2edc2566d0b377e2ceb75a70c3
15821479,1666657331,DC-WETH,1761424.6,0x67c1d3722242bb713129772ee0892111e3cefccdb79a1f08e542d129d004654f
16020853,1669063439,CRAB-WETH,1760580.9,0x8fcbf95bcc8d6dd09c7eb613feb166dfcc0b061f6ce0a4f1fabb2f4c1c7f1427
16014463,1668986375,CRAB-WETH,1760212.6,0x2c86d3d77b42e0e2036cd4dc641b0f4c5937212ea80ab6dd8dbd130a6aee3aec
16023787,1669098827,WETH-IMX,1756548.9,0x3bb3e96107e356cd3c3e14ea626b3b6fba66bca6108d3647a94d21fd803384d0
15822260,1666666715,USDN-WETH,1755992.4,0x430fa38550a7a6c7d2239c94e1215bd55492dff4273c7f853928feed126bd9c9
15822032,1666663979,USDN-WETH,1753520.0,0xa17c0c42f5c009b235aa6a19439fd34b3b35be9d48dfcc7e21d7f13b39229ee6
15820308,1666643075,DC-WETH,1750791.3,0x10d4932066d010cbfbd1644d9470a4964195a89df2ee0852656a02421b1cb02d
15839006,1666868759,WETH-CTF,1726309.8,0xa635b725eec63c32ba1b19f1784d8017d895cf915de58bf615b9ffe89ee24d28
15940715,1668096551,FTX Token-WETH,1724445.0,0x30d164ebcf8ff6b68cdb424074bfe161db4d2f09267be1a5cb59a1e5321c82bc
15811009,1666530503,LARP-WETH,1719493.6,0x2123c16e1ee3becf932d615eeb5f269116343f21ac25c3ea1fd9ec6c7014b01d
15880879,1667374511,CIRUS-WETH,1714620.8,0x009de0de24d151722a4d0c3b73615db881d4a90db1a18055be58d26933c275c7
16015143,1668994571,CRAB-WETH,1707511.8,0x2ef5cb4675b9489a1030d399b3d128792a88ae257c02cc905896f1b5f061b84f
15808395,1666498991,KOIN-WETH,1704987.5,0x883d35ec0ac669e35b6f9032241706289bd95bd13138eb2b1278868e40067104
15935639,1668035255,VOW-WETH,1704298.3,0xd549ea83059381222bd76d55ebbf584efeab76c3b4186df496f06266ee40c267
15896722,1667565755,WETH-HELLDOG,1700906.7,0x6a6cf8217cd771764d30268562c1ed0c93043b4549133a8e0226fffb4f70368a
15897246,1667572079,CHALLENGE-WETH,1690398.9,0x4b0a6adb58fc83d01e5db7242a67528ee090c7d4e99c24e44911cbbf9c8922c8
15822230,1666666355,THE-USDC,1676538.8,0xaa859050b5b175edecb8b4d9c7965bc1babce6f274b8b1b818915c84ac85d6bf
15803580,1666440863,BLXM-USDC,1659280.4,0x19273b0dc6057e31aaaf5b22780ae6841c990687a8bf0d22c79bbc3baec428bb
15995971,1668763331,BLXM-USDC,1636311.1,0xf8ff31c657ea21404453c704b8219709a6816ad9fed8c71d85efe9ec0f9f6ddb
15844144,1666930991,BIRD-WETH,1623458.3,0x5dbea95d614240c944caac4b453c96e5b77b19ffe4ffe1b113866f245080a18b
15960322,1668333095,UNIDX-WETH,1594081.0,0xb70baa327c58f8da31d448294e9d4648d5fd350a8ea08e0ce22e9e7fbe944130
15999386,1668804515,WETH-BTRFLY,1593648.2,0x478469623658c2443152207295880a9550b12e730246f2da418d9f6eda5b70a5
15866364,1667199131,$TwitB-WETH,1566958.0,0x1792f3a326340dfd584267f2604e53c6e3eb5bb0643826d8a4426c370e1bf946
15831711,1666780847,MINU-WETH,1560905.9,0x69f79ea184ae4e35231c69fbadc401e4dfdb922e5f9828327d63b7c583afd7f6
15945422,1668153347,FTX Token-WETH,1560597.9,0x35a5ad7548f650fd25e569ebe055ecbd16ffc9e73695d20b36cb609fff6fdd19
15884480,1667417975,HELL-WETH,1547461.1,0x0a45a5a17ca5ae1d842eee81b9c0b3a2d10ba27dbd8fb15c59bb45bd3f146644
15884468,1667417831,HELL-WETH,1542283.9,0x38bc1631a561a2617d3dd5c2cfd7ca3881002e80331bbf0d78965ae592acf494
16016998,1669016903,DAI-DYP,1541604.3,0xfc491e274f321061b2119ad8f84dcce66137a6693453a03226ee6141dd9375ef
15991079,1668704219,DINO-WETH,1539714.7,0x89eec207eee79fdab280806cdb226ed3e1e95bdb17b7a8f9e34e19a618751d1c
15842158,1666906871,TACO-WETH,1519319.7,0x4e270e6116981a57e16bedd348054d8d8288caecc7cab336feaa2dcd92ab155e
15923421,1667887703,HEX-DAI,1516543.8,0xb549fc552e3ff8591399bf380e63f18c7801d0cf6e7c4ef89198f93155725a16
15875952,1667315075,LMEOW-WETH,1512998.6,0x457c5bf509dfc7f9f9a953fac4ee88a64cb24454aa2b49ccc05296279c91e001
15889062,1667473211,DAI-WUKONG,1512741.3,0xdaad0d052fc5dbceb28149d5514ed3d4c82b665b8041bf6be7148cebcf349f61
15884246,1667415167,HEX-DAI,1511910.5,0x02c979282a3e58aef5f876211bd112996ce6820101441844ea5604fb00a5cb7d
16031763,1669195247,HDRN-USDC,1509977.6,0xc82fad56e156dd28dd14d641607253d57eb1d7f8ce600b47f003af2b5306ebfb
15824917,1666698695,HEGIC-DAI,1508778.4,0x32a2265c362ad5f49d1f0bda99b5ab5a0dba459fadd2b6d40fe56a1f0d1daf70
15824985,1666699511,HEGIC-DAI,1507207.4,0x75a3b04817ed535f660fa952d811fb7b88892b2a72370aad07b27cd503248096
15825354,1666703963,WBTC-WETH,1483996.8,0x55bec916dc35ca54c77db0eaea424bff865f2e659ec5437ce44ddb2c7776029b
15825354,1666703963,WBTC-WETH,1483391.4,0x1c8e10b4fa1333177f285322f250c7f26e4c31c91de96abb811e5f01d51816c0
15936502,1668045671,WETH-KEYS,1481603.5,0x7a26325dc1cb65d522cc3040e8ed959151d2de724303f72250550a058b726ac7
15825346,1666703867,WBTC-WETH,1479321.7,0x6e777395543a65bb4408d8470243d5b38ffde9815d56f44b64d0b29488f9c59a
15825346,1666703867,WBTC-WETH,1478030.5,0xacc7f64cbff7b1a83d973235e646a9c67b50bd30a552d3a02f3ce775b4505de6
15936502,1668045671,WETH-KEYS,1476431.6,0x55868be97a497d71bbef9b631d95b9d7a29d06c91f7750ae5d5b8d4e82ba3e60
15931886,1667989811,USDC-DOWN,1474347.7,0xc0ef25e5732a8c79ad422438b7c743cca2b7dcd33cecb9b755a4ba8100d2873e
15931799,1667988755,USDC-DOWN,1472590.6,0xf8df2c05f1d560adaf3325dbad0a143d0cd99860c35326ecf7faf24b1b49667a
15931698,1667987531,USDC-DOWN,1472385.9,0x6458cdd591442a7f8f7963b9f92b93003f4e8eea0ef89554d10c8fe286ef0275
15909682,1667722079,GIFT-USDC,1472187.7,0x6ca99a50f7ecfbce6442834abdf416a6b3f703ad2c4056b34c0b1b9142c56e74
15931711,1667987687,USDC-DOWN,1471933.3,0x3fe01c35f4c03c7de020613bb30a280c718738841048de5093134e18323d4b68
15912257,1667753135,SANDRA-USDC,1471486.6,0xf5b4ec8da4941617796d7b06f3e4ceae1c60a0b4df7de04bedd80b2ba6f3fb8b
15917574,1667817215,Resolution-USDC,1470841.3,0x2ecf1b0c3ddc031a78715f886ed45ff2cc5856eae2d9f96f40b971d4a83ed4e3
15849452,1666994963,BIRD-WETH,1468484.6,0xbdce8e1fe158940ba6a8607205a3edd903dce79a0c52808f73af0c06369e1b36
15954023,1668257183,PAXG-WETH,1454041.2,0x87880da720f28817c51b4ec24a7ba63107c198be99913f4f22cc9ae591e058d3
15954057,1668257591,PAXG-WETH,1453127.8,0x356d621374cb756578878649567a63a9a2721e716df394f58108b8b9e6e7c0fb
15998274,1668791075,WETH-LOAD,1451145.2,0xaffcf27fc192571c02f12f6dad3ebafb7794666a74412d97d9e3a2bbd24e2d13
15954014,1668257075,PAXG-WETH,1449685.0,0x21dc4a81672f39d28502cbf8abbba859e3f51a1d287dc0078156065305bb7fc6
15953984,1668256715,PAXG-WETH,1448382.2,0x52fd904ea8197dfb69b90fcbbd7c6329858733b0e8214cdbde2fe2ead8b1e7c5
15954023,1668257183,PAXG-WETH,1447039.9,0x35d26d85c542a97bfd0fb3166818fb96f8e50b1f14992e45e852a1cb9598caf5
15953996,1668256859,PAXG-WETH,1446488.2,0x4c7b801cc0a88ab666cde09ad5cd8cd469b8a17260c2122d006b1eb12b42ae69
15827361,1666728359,MEME-WETH,1445578.1,0xc3a6e55db4ee09439b084041032e05e6263b0e7663e36066e802e5c84402ef26
15954036,1668257339,PAXG-WETH,1444856.1,0xee63a4b56f3e71927b3ef047fdbb9c3ee5df2d3d61a4e95ab83d603127be9b5b
15954021,1668257159,PAXG-WETH,1443944.0,0xde9ea506d07d563336ffedc8571c50ff1a1eff0945a54427bd823d4037a69798
15954116,1668258299,PAXG-WETH,1442900.3,0x9a7577e5d43cff354fb9213a18a04c1028a1c488f237bdb3f9617c9b99f3442d
15954004,1668256955,PAXG-WETH,1442841.1,0x7e9ae43ab4d8a385944406da8f707a13aedb12f1d7da8d24d143fbb64d02333b
15954168,1668258935,PAXG-WETH,1441106.7,0x7055d0a42de492580ff9161c323eb0bba87a9522e734176f03582e0c050e19d7
15954007,1668256991,PAXG-WETH,1440039.0,0x5f5e94b8d224cbc76a281dbdfb5d5a2b0a4e7cc83c66e4f3a5cece508e7d4f7e
15954047,1668257471,PAXG-WETH,1434205.4,0x5816c6f2d20c5696ebe082b20a37d97c58b0548d2ab99524500b37a0ec476d38
15954066,1668257699,PAXG-WETH,1434042.5,0x8327d747ed4145b28c716df36c3d4dcabe3acdaab4a9b8164d8074a57ac4cbcb
15954072,1668257771,PAXG-WETH,1432633.1,0xa737ac5416acb7b8e0bf879d88b19f25f714330a90c59298913088e0189de7d9
15954110,1668258227,PAXG-WETH,1429626.0,0x87528adfc5e121a6779eb42abd6c90118dd5c9fa953e4ba3ff3b871e2014e08e
15954030,1668257267,PAXG-WETH,1429477.5,0xb7e50438d62e90a5d81ec9510572cb940aea211d2e4353948e28f879032280f3
15954120,1668258347,PAXG-WETH,1428353.9,0x6699da24c15bd03346c1c9192f594c46776c75d5b404dcb2954793d03fad6c86
15954105,1668258167,PAXG-WETH,1425878.8,0x98f080da43f2f6e009ecda11993ab226e6246988d2b744b178443a8ef313f900
15954101,1668258119,PAXG-WETH,1423223.4,0x5febcf428cd6eb32b7749b68caf3bba84ea956bb765e0762bcf66e4a35f35e10
15954093,1668258023,PAXG-WETH,1422745.5,0x43ec98d3dbdbd7e021eea97237c8a0641a8d3d4cbd6a3f38c7c11a83a5fe62cb
15954085,1668257927,PAXG-WETH,1418455.9,0x677fd27cb55793c9ce25ba20f9d16971268e2a4a1f6e350181afc3df0e85e316
15848587,1666984523,YE-WETH,1417621.4,0x8d599ef0a4cada17ce62a11ec13382a70d5c2d1dfba5a2ec46e234575797df01
15983327,1668610655,GC-WETH,1409274.9,0xc80ad73f1ee73f57288bf05aee31ce792b87525b88803399ce465434193a87ef
15902529,1667635751,WETH-RGT,1409026.0,0x724866c9ee6d74c2ce148438589372e420a4e628d33279b0ddfd34cd70e6f8b1
15898907,1667592083,XEN-WETH,1397311.3,0x2357ce5b7323c0843b96dd64517a8263ef83425bb04a4cf2f58580e6b7ce0cac
15897411,1667574083,SHIT-WETH,1397198.2,0xc3d7e9f9791f9b0c3289529387b001ebf3a4dd5e138d5f5f61fa9ea56c672a4c
15905757,1667674787,WETH-RGT,1394564.5,0x9f508f40a2c91c215bac70f892479228a9c0dab81faa0335301d376740d51c21
15905804,1667675351,WETH-RGT,1394492.1,0xd029260c57a02cc06ef54480204f8e5024254b3d59583df2171535cfae493433
15891703,1667505239,GOO-WETH,1392731.6,0x3e52b509c7a8d746c1772a06b9a8518c2121981b46440032108c0bdc140ae333
15879822,1667361767,$shinyou-WETH,1391968.2,0x6089d82430ddc6ca9ccaa5ad42e9346440bf505a85635f87e25d7d47cc836b9c
15920822,1667856371,PANDA-WETH,1380729.4,0xbc24a451b6ca0e296f66c1a74f61740a4cdf0a24e06712438066ae85b61333e9
15898505,1667587223,WETH-RGT,1379345.1,0x1c106f17f78015e418960748337025579ba04933309c6cc60c8485de241aaaf9
15889242,1667475395,GOO-WETH,1378757.8,0xa26bc2972bb27a7b0c6145592ca5001f51c159c013e7b6aed79cf6b12dfa12e0
15886638,1667444063,GOO-WETH,1377642.8,0x2a98137b38c2d19443c4d849ca4ea89d0669c6fe932beafe33544c432fab43da
15897807,1667578835,LQTY-WETH,1375302.1,0x49498c06f98a58a798be181f327400fc259bc5c6d771910eb77bdb82f6210788
15897043,1667569631,WETH-CHALLENGE,1374018.1,0x5f87768feb5b0d51b80aff1f0c8ef62fe2fd0aae98442a550ea10252b6b3a315
15879513,1667358035,XEN-WETH,1371833.2,0xd9db12bfbfe672c41ef9ea9e92ffcc5849037177e7346bf02f8e3b760fa0b82a
15926596,1667925935,WETH-RAINI,1368576.3,0xfaf8b8fc8fdb54bc527ef42633bb9cd24755ff614383452168961d02a510bf49
15913552,1667768723,BAL-WETH,1367714.7,0xa3020196730425fc806c2b34f8e16ea66fec7feaa093af0456006d2d32281bc5
15912389,1667754719,WETH-RGT,1365673.3,0xe22656656cd74b373912fc0ede216d03777bc494fc198f0d2e6e5eb776b76c91
15913191,1667764391,WETH-RGT,1359195.2,0x8ddaac03f4ea379f2318c110d7d29915f1e8155b2b30bbda7c990677d6ee9859
15919549,1667841011,TLOS-WETH,1359016.6,0x7c5d021a17b5ccf86e64ec27e8e7a90c9b2d9a9b0d66ee873b7105010449c500
15914980,1667785931,GALA-WETH,1356285.6,0x816354a845e2fe48477298cf6c69e40be2a916c7bbe8091775de3b4a4a33a8c7
15872411,1667272043,UNIDX-WETH,1353513.6,0xe68812d200bb45208f03fa95f0f165397e66325d3d37801c00dc638658454c32
15861878,1667144963,DC-WETH,1349191.5,0x89da327bb7cca2a2fe92e52c4a9b5364769b0893ce9ec2e5dba69a2ef4161be4
15862049,1667147027,IDLE-WETH,1348317.0,0xc8a0d26705351f915fde3882f9df82bddba372885e40bbb9ab8b51bfdf8f5311
15861919,1667145467,DC-WETH,1348081.2,0x4c6d44367683b349b0a89c2596c3a0d1a088066634dc36620840be6c9190bf07
15896938,1667568371,GOO-WETH,1344084.6,0x185138cb35780c9aa9d6b8dbea144af0a11956eccf23aaf39c79a5b37e40123e
15872741,1667276075,UNIDX-WETH,1342966.0,0x9d776a6564346dbc8d9db5a4d35f6b51f97a7675e44374c04b842d5a734e7ce9
15895916,1667556059,RADAR-WETH,1340802.3,0xf62655969bdb305494ebeb7068d6e96f42f8fe3943f85392c108321dbd192c15
15850780,1667011055,UNIDX-WETH,1337171.8,0xc6a84e402bec50a5d72e2a7862aa904aa48379d250e49751e6457e76b094dd0e
15914577,1667781095,WETH-RGT,1336864.8,0xc8e5016adbdc9a10da7d0ed020e258ab1c708b51b5f40ff661405a189f364d8b
15835546,1666827095,STMX-WETH,1329298.1,0x81514d2a40946b95804aab322764045c2b50b2672f1e2c88914c121c570faea0
15809167,1666508279,THE-USDC,1325955.3,0xa12a1b730374f164062669acacd36cacb912cdcb921e9ceb599b3c38516739a9
15913540,1667768579,THE-USDC,1325917.1,0x7ce97729450412ba834f402d73de6e0fadfe28e9e3331ebc2c33ba0677e2dce8
15924845,1667904875,SOLVE-USDC,1325784.0,0x0bacb0be785bb95e27c963919ca6543df2158ba219413a505ff41ea9aa350c4f
15908812,1667711579,PRQ-USDC,1325726.3,0xfe2fc5ebb75117e63b74a02ef461d1eac68ac1c82c0d58bf4d10709f18193797
15905711,1667674235,THE-USDC,1325455.0,0xff4ca1c572097d67aafffb11163dd80f3c8127f09eaab6301836caeca9e12ee7
15905705,1667674163,THE-USDC,1325377.0,0xca9fc070e0b4897cf0c98b0aa7e7ef08a63a8e5efe64eb88b7143278184ff656
15893638,1667528543,XEN-USDC,1325282.6,0x90dd675cc5c1b714f4687c216cfac80b2a1d804c7678a86f1e07cb557ed86465
15886752,1667445431,XEN-USDC,1325228.7,0xeb8d839178c1ee44bc6ce14e4c07467a598f2ad7c8954224faf63c70a5dabd28
15886153,1667438195,XEN-USDC,1325214.6,0x4addc39ae76341bfc49593216fc3670c2b38a9acf1db3c78dc0521a1f91254f6
15901317,1667621147,THE-USDC,1325214.3,0x6b6580ce8f96f4a9517922b13bdc809affbd80e349ca63923414bd1740dc75c4
15821762,1666660727,THE-USDC,1325026.8,0x3eccbf2d23b53bd41a2c245ca3ac69efc9db667bfd7e98d6f9660ba95c5681a9
15870323,1667246831,WETH-MFT,1324805.9,0xfaa654d64880396311abbb7ebb59445f21855c27a0e520b71617ed5790034f20
15897517,1667575355,AAVE-WETH,1318444.3,0x61e4f7c30e97788c83ee0b6183a1a597eb805ca7a0cb4019cfe745f7c5debd62
15999365,1668804263,KOM-WETH,1314050.5,0xc659a9aedd36cc2e4db4c15946a750e4d447b167b317796cd620d89fc827b688
15927680,1667939015,WETH-FTTINU,1313255.7,0xfe7b452407e066af82ea08ce9da6e84627ff4d620e06de9c6579533bb3eadf23
15898832,1667591171,XEN-USDC,1309429.9,0xc87b9df3cc7b231ffea59d2771e071c440b02f38c00b30063d82a8cedfa65952
15893646,1667528639,GALA-WETH,1304949.2,0x9f85d3347734f945ed70e14be1b828e98b09268ebe657e0af066f385a03ed677
15834179,1666810571,GREEN-WETH,1304048.8,0xf71c5c72aafe6cffc82e3ad2631528e854096739106bb80915519f52f054f696
15833514,1666802555,UNIDX-WETH,1300411.1,0xd9a7d715fb207d391276fc7e69895c8ffc444950be484bddcbcffd8ad1b60834
15894112,1667534303,GOO-WETH,1297746.6,0xeebb0ac8fb02a411ab881867c7816b08d738bf0cb23b1be1f38bed9b217ddbbd
15890299,1667488259,XEN-WETH,1297411.1,0x10333d41a9322538ba3788c830df7801a3ba06c0b6d85adeca9e6aa4b36135e9
15883664,1667408135,XEN-USDC,1294739.4,0xe693989171c253d55eb16505f0a9552bf2a83d5f98f813ac9e0be6229766d78f
15812290,1666545959,WETH-DEFI,1293958.8,0x1cf11dfa52ca9a4efdfd1c46efae44a252c346556084ba5776cf2ab29541d420
15892273,1667512115,XEN-WETH,1293130.3,0x12908e440f7ad9f775afaf9a6f2ac7163dbfbaecd8f835292e894b496fa15c4d
15893505,1667526947,GOO-WETH,1292481.3,0xbd5a0c94f2492b83c742115400042f65d5fe068355164b368702873de26893cc
15893608,1667528183,GOO-WETH,1292469.9,0xda50e0d211915bbf8cb2e5054dd6e165f0997ede8e5f7dfa264d832be5b7c9d9
15893390,1667525567,GOO-WETH,1291585.1,0xec1409e26411a527e1089279d0e516bab4b9a861871c2a23edbaad9e173c00d6
15890396,1667489423,GOO-WETH,1291401.0,0x7eebfedbbe095c7a4f612910549a3faa3e380a3ace6e523c87e917fddf8b8b33
15989531,1668685547,LQTY-WETH,1289012.9,0xa0013deabeea64967882dc2418009fa36913bf19fada0098f9194b01e668bd27
15891284,1667500175,GOO-WETH,1288761.6,0x0b98ccf41e2c2e7c3beeeedb1ac5134fabea697f509e211d871b0a145c862c39
15900689,1667613575,WETH-RGT,1274939.7,0x8b1f21b5cdae8de9c2354adc8e167a505f7b2d22b8076a02e1ccc958df441350
15881348,1667380175,GOO-WETH,1274911.1,0x945515fa65c96bd8393dc349106e6804a7dad10641e78d61a744fe3c24e7244a
15902275,1667632703,XEN-WETH,1273057.6,0xdc794a01bfe94415aeeefe311dab2b4c0198ec59a337d5fae16ed7b981279922
15901970,1667629031,DC-WETH,1272617.7,0x71b94c559434e36f40d392438b6fdaad941a5c2ca4c993941bf80d34a4269cf4
15899881,1667603819,WETH-RGT,1272231.1,0x4545849a83edf89b639c8fc904dbe2c38f25f91813ae41f9ba164c823b6ae79b
15925846,1667916899,MAHA-WETH,1270482.6,0xb94a67fb02c310a06fd1d652245e3799e4038c3ca25d3cee48823aa02f00dd6c
15883348,1667404319,GOO-WETH,1269938.4,0xb9aff1dc47aa89a25e5aefd921802cd8c404acfcd6aac704b0b30538be835c1d
15884405,1667417075,GOO-WETH,1269783.1,0x68efeae8a559b8272e43d9f12175801699662ad8cefa4b90726d22e4dcec0a86
15883202,1667402555,GOO-WETH,1269140.1,0x5bcb976eb1314c0d94394aef1329e23467e0a8a786593da4e4670389a8eb1741
15881546,1667382551,GOO-WETH,1267273.9,0xc66e94576ddec16fe43e18bf3f9c835d845196199afe6e58c749de2153f7e682
15899309,1667596919,WETH-IMX,1266228.7,0xb9a071c19f831db3015329f2c2d4c97465e09f0dd34d547b267c825cf0a01c80
15899793,1667602763,WETH-RGT,1258084.5,0x7ad1b42620da4174b5e16e5e3a8ef4666528eae67823967955fa93ce77400065
15904593,1667660711,WETH-RGT,1253469.1,0x8acc20a8ba8d0c91a2c31c260a435df6551293b8eb85fd898b99c66b2c8d41a2
